-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,97,97,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,20,21,-1,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,98,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,128,-1,-1,128,-1,-1,128,-1,-1,128,-1,-1,-1,128,-1,-1,16,17,17,80,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,144,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,144,-1,-1,144,-1,-1,144,-1,-1,144,-1,-1,-1,144,-1,-1,16,17,17,96,1,1,1,1,2,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,16,17,108,18,-1,144,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,144,-1,-1,144,-1,-1,144,-1,-1,144,-1,128,-1,144,-1,-1,16,17,17,17,17,17,17,17,18,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,123,17,18,-1,144,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,144,-1,-1,144,-1,-1,144,-1,-1,144,-1,144,-1,144,-1,-1,16,17,17,17,17,17,17,17,18,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,17,17,18,-1,144,-1,-1,16,17,17,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,160,-1,-1,160,-1,-1,160,-1,-1,160,-1,144,-1,160,-1,-1,16,17,17,17,17,17,17,17,18,-1,-1,-1
